Facility Code,Facility Name,Province,County,District,Division,Type,Owner,Constituency,Beds,Open 24 Hours,Open Weekends,Operational Status
10370,Jamii Medical Clinic (Gatundu),Central,Kiambu,Gatundu,Kamwangi,Medical Clinic,Private Practice - Nurse / Midwife,GATUNDU NORTH,0,N,N,Operational
19819,Jamii Medical Clinic (Kirinyaga North),Central,Kirinyaga,Kirinyaga North,,Medical Clinic,Private Practice - Nurse / Midwife,MWEA,0,N,N,Operational
16193,Jamii Medical Clinic (Malindi),Coast,Kilifi,Malindi,Malindi,Medical Clinic,Private Practice - Nurse / Midwife,MALINDI,0,Y,Y,Operational
16585,Jamii Medical Clinic (Meru),Eastern,Meru,Imenti North,Miriga Mieru West,Medical Clinic,Private Enterprise (Institution),NORTH IMENTI,0,N,N,Operational
10371,Jamii Medical Clinic (Muranga North),Central,Murang'a,Kahuro,Kahuro,Medical Clinic,Private Practice - Nurse / Midwife,KIHARU,0,N,N,Operational
12108,Jamii Medical Clinic (Mwala),Eastern,Machakos,Mwala,Mwala,Medical Clinic,Private Practice - Nurse / Midwife,MWALA,0,N,N,Operational
14591,Jamii Medical Clinic (Namanga),Rift Valley,Kajiado,Kajiado Central,Namanga,Medical Clinic,Private Enterprise (Institution),KAJIADO CENTRAL,0,N,N,Operational
19232,Jamii Medical Clinic Masimba,Rift Valley,Kajiado,Kajiado Central,Mashuru,Medical Clinic,Private Practice - General Practitioner,KAJIADO CENTRAL,0,N,Y,Operational
19446,Jamii Medical Clinic Mukuru,Nairobi,Nairobi,Embakasi,Mukuru,Medical Clinic,Private Practice - Unspecified,EMBAKASI,2,Y,Y,Operational
18926,Jamii Medical Clinic Vihiga,Western,Vihiga,Vihiga,vihiga,Medical Clinic,Private Practice - Clinical Officer,VIHIGA,2,N,Y,Operational
12986,Jamii Medical Hospital,Nairobi,Nairobi,Kasarani,Kasarani,Other Hospital,Private Enterprise (Institution),KASARANI,0,N,N,Operational
13375,Jamii Nursing Home,North Eastern,Mandera,Mandera East,Central,Nursing Home,Private Enterprise (Institution),MANDERA EAST,16,N,N,Not-Operational
16845,Jamii Private Clinic,Eastern,Meru,Meru Central,Abothuguchi West,Medical Clinic,Private Enterprise (Institution),CENTRAL IMENTI,0,N,N,Operational
19433,Jamii Yadah Medical Centre,Nairobi,Nairobi,Embakasi,Embakasi,Health Centre,Private Practice - General Practitioner,EMBAKASI,4,N,Y,Operational
14592,Jamji Dispensary,Rift Valley,Kericho,Belgut,Belgut,Dispensary,Private Enterprise (Institution),BELGUT,0,N,N,Operational
10372,Jamwa Medical Clinic,Central,Nyeri,Mukurweini,Mukurweini,Medical Clinic,Private Practice - Nurse / Midwife,MUKURWEINI,0,N,Y,Operational
13376,Jarajara Dispensary,North Eastern,Garissa,Balambala,Balambala,Dispensary,Ministry of Health,DUJIS,0,N,N,Operational
13377,Jaribu Medical Clinic,North Eastern,Garissa,Garissa,Central,Medical Clinic,Private Practice - Nurse / Midwife,DUJIS,0,N,N,Operational
11430,Jaribuni Dispensary,Coast,Kilifi,Ganze,Ganze,Dispensary,Ministry of Health,GANZE,0,N,N,Operational
16448,Jasho Medical Clinic 7,Western,Vihiga,Vihiga,Vihiga,Medical Clinic,Private Practice - Nurse / Midwife,VIHIGA,0,N,Y,Operational
13633,Jawabu (Community) Medical Clinic,Nyanza,Homa Bay,Rachuonyo South,Kabondo,Medical Clinic,Private Enterprise (Institution),KASIPUL/KABONDO,26,Y,Y,Operational
14593,Jawabu Medical Clinic,Rift Valley,Turkana,Turkana West,Lokichoggio,Medical Clinic,Private Enterprise (Institution),TURKANA NORTH,0,N,N,Operational
19156,Jeddah Nursing Home and Medical Centre,North Eastern,Wajir,Wajir East,Central,Nursing Home,Private Enterprise (Institution),WAJIR EAST,15,Y,Y,Operational
19170,Jeddah Pharmacy,North Eastern,Wajir,Wajir East,Central,Medical Clinic,Private Practice - Nurse / Midwife,WAJIR EAST,0,N,Y,Operational
20064,Jeffrey Medical & Diagnostic Centre,Nairobi,Nairobi,Dagoretti,Kawangware,Dispensary,Private Practice - General Practitioner,DAGORETI,0,N,Y,Operational
10373,Jehova Jireh Clinic,Central,Kirinyaga,Kirinyaga Central,Ndia,Medical Clinic,Private Practice - Nurse / Midwife,NDIA,0,N,N,Operational
11433,Jilore Dispensary,Coast,Kilifi,Malindi,Langobaya,Dispensary,Ministry of Health,MALINDI,0,N,N,Operational
19754,Jimron Medical Clinic,Rift Valley,Trans Nzoia,Kwanza,Kwanza,Medical Clinic,Private Practice - Clinical Officer,KWANZA,0,N,Y,Operational
12990,Jinnah Ave Clinic,Nairobi,Nairobi,Langata,Lang'ata,Dispensary,Local Authority,LANG'ATA,0,N,N,Operational
10377,Jirani Medical Clinic,Central,Murang'a,Kiharu,Kiharu,Medical Clinic,Private Enterprise (Institution),KIHARU,0,N,N,Operational
18854,Jirime Dispensary,Eastern,Marsabit,Marsabit,Central,Dispensary,Ministry of Health,SAKU,0,N,N,Operational
12991,Jkia Health Centre,Nairobi,Nairobi,Embakasi,Embakasi,Health Centre,Ministry of Health,EMBAKASI,4,Y,Y,Operational
10378,Jkuat Hospital,Central,Kiambu,Thika West,Juja,Other Hospital,Ministry of Health,JUJA,12,Y,Y,Operational
17702,Jkuat Medical Clinic (Taita-Taveta) Campus,Coast,Taita Taveta,Voi,Tausa,Medical Clinic,Other Public Institution,VOI,0,N,N,Operational
11434,Jocham Hospital,Coast,Mombasa,Kisauni,Kisauni,Other Hospital,Private Enterprise (Institution),KISAUNI,45,Y,Y,Operational
18640,Johani Chemist,Eastern,Meru,Imenti North,,Not in List,Private Practice - Unspecified,NORTH IMENTI,0,N/A,N/A,Operational
17650,Johanna Justin-Jinich Community Clinic (Kibera),Nairobi,Nairobi,Langata,Lang'ata,Medical Clinic,Non-Governmental Organizations,LANG'ATA,0,N,Y,Operational
13636,Johpas Clinic,Nyanza,Homa Bay,Homa Bay,Rangwe,Nursing Home,Private Enterprise (Institution),RANGWE,0,N,N,Operational
11435,Joint Medical Clinic,Coast,Mombasa,Likoni,Likoni,Medical Clinic,Private Enterprise (Institution),LIKONI,0,N,Y,Operational
16455,Joint Partner Medical Clinic,Western,Vihiga,Hamisi,Jepkoyai,Dispensary,Private Practice - Nurse / Midwife,HAMISI,0,N,N,Operational
18968,Jolly Medical Clinic,Eastern,Meru,Tigania East,Karama,Medical Clinic,Private Practice - General Practitioner,TIGANIA EAST,0,N,Y,Operational
11437,Jomvu Kuu (MCM) Dispensary,Coast,Mombasa,Changamwe,Jomvu,Dispensary,Local Authority,CHANGAMWE,0,N,N,Operational
11436,Jomvu Model Health Centre,Coast,Mombasa,Changamwe,Changamwe,Health Centre,Ministry of Health,CHANGAMWE,0,N,N,Operational
16802,Jonalifa Clinic,Nairobi,Nairobi,Dagoretti,Dagoretti,Medical Clinic,Non-Governmental Organizations,DAGORETI,8,Y,Y,Operational
14598,Joppa Medical Clinic,Rift Valley,Nakuru,Njoro,Njoro,Medical Clinic,Private Enterprise (Institution),MOLO,0,N,N,Operational
16713,Jordan Baptist Medical Clinic,Western,Bungoma,Bungoma South,Kanduyi,Medical Clinic,Other Faith Based,BUMULA,4,N,Y,Operational
12110,Jordan Hospital,Eastern,Kitui,Kitui Central,Central,Other Hospital,Private Enterprise (Institution),KITUI CENTRAL,40,Y,Y,Operational
11439,Jordan Medical Clinic,Coast,Mombasa,Kisauni,Kisauni,Medical Clinic,Private Enterprise (Institution),KISAUNI,0,Y,Y,Operational
12111,Jordan Medical Clinic (Kangundo),Eastern,Machakos,Kangundo,Kangundo,Medical Clinic,Private Enterprise (Institution),KANGUNDO,0,N,N,Operational
18570,Jordan Medical Clinic (Ruiru),Central,Kiambu,Ruiru,Ruiru,Medical Clinic,Private Practice - Nurse / Midwife,JUJA,0,N,N,Operational
10385,Jubilee Medical Clinic,Central,Kiambu,Thika West,Thika Municipality,Medical Clinic,Private Enterprise (Institution),JUJA,0,N,N,Operational
11442,Judy Medical Clinic,Coast,Mombasa,Changamwe,Jomvu,Medical Clinic,Private Enterprise (Institution),CHANGAMWE,0,N,N,Operational
12992,Juhudi Clinic,Nairobi,Nairobi,Makadara,Makadara,Medical Clinic,Private Enterprise (Institution),MAKADARA,0,N,N,Operational
12115,Juhudi Medical Clinic,Eastern,Machakos,Matungulu,Kangundo,Medical Clinic,Private Enterprise (Institution),KANGUNDO,0,N,N,Unknown
10386,Juja Farm Health Centre,Central,Kiambu,Thika West,Juja,Health Centre,Ministry of Health,JUJA,10,Y,Y,Operational
19318,Juja Road Hospital (Nairobi),Nairobi,Nairobi,Starehe,Kariokor,Other Hospital,Private Enterprise (Institution),STAREHE,6,Y,Y,Operational
14601,Juluk Dispensary,Rift Valley,Turkana,Turkana South,Kainuk,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,TURKANA SOUTH,0,N,N,Operational
16360,Jumia Medical Clinic,Rift Valley,Uasin Gishu,Eldoret West,Turbo,Dispensary,Other Faith Based,ELDORET NORTH,8,N,N,Operational
17729,Junction Clinic,Nyanza,Siaya,Bondo,Maranda,Medical Clinic,Private Practice - Clinical Officer,BONDO,2,N,Y,Operational
16450,Junction Medical Clinic,Western,Vihiga,Sabatia,Chavakali,Medical Clinic,Private Practice - Nurse / Midwife,SABATIA,0,N,Y,Operational
14602,June Mar Maternity and Medical Centre,Rift Valley,Kajiado,Kajiado North,Ngong,Nursing Home,Private Enterprise (Institution),KAJIADO NORTH,3,N,N,Operational
11444,Junju Dispensary,Coast,Kilifi,Bahari,Kikambala,Dispensary,Ministry of Health,BAHARI,0,N,N,Operational
18407,Just Meno Limited,Nairobi,Nairobi,Makadara,Makadara,Medical Clinic,Private Practice - General Practitioner,MAKADARA,0,N,Y,Operational
14603,Jusus Responds Clinic,Rift Valley,Trans Nzoia,Trans Nzoia West,Central,Medical Clinic,Private Enterprise (Institution),SABOTI,0,N,N,Operational
16843,Juzippos Health Care Clinic,Eastern,Meru,Meru Central,Abothuguchi West,Medical Clinic,Private Enterprise (Institution),CENTRAL IMENTI,0,N,N,Operational
12116,K K Chogoria Clinic,Eastern,Meru,Igembe North,Laare,Medical Clinic,Private Enterprise (Institution),IGEMBE,0,N,N,Operational
12117,K K Medical Clinic,Eastern,Meru,Igembe North,Laare,Medical Clinic,Private Enterprise (Institution),IGEMBE,0,N,N,Operational
18872,K K Mwethe Diispensary,Eastern,Meru,Tigania East,Tigania central,Dispensary,Ministry of Health,TIGANIA EAST,0,N,N,Not-Operational
13637,K- Met Clinic,Nyanza,Kisumu,Kisumu East,Winam,Medical Clinic,Non-Governmental Organizations,KISUMU TOWN EAST,0,N,N,Operational
14604,Kaaleng Dispensary,Rift Valley,Turkana,Turkana North,Kaaleng,Dispensary,Ministry of Health,TURKANA NORTH,,N,N,Operational
12118,Kaani Dispensary,Eastern,Machakos,Kathiani,Kathiani,Dispensary,Ministry of Health,KATHIANI,1,N,N,Operational
18886,Kaanwa CFW Clinic,Eastern,Tharaka Nithi,Meru South,Chuka,Medical Clinic,Non-Governmental Organizations,THARAKA,0,N,N,Operational
18882,Kaanwa CFW Clinic,Eastern,Tharaka Nithi,Meru South,Chuka,Medical Centre,Non-Governmental Organizations,THARAKA,0,N,N,Operational
12119,Kaanwa Dispensary,Eastern,Tharaka Nithi,Meru South,Chuka,Dispensary,Christian Health Association of Kenya,NITHI,0,N,N,Operational
20001,Kaapus Dispensary,Rift Valley,Turkana,Loima,Turkwel,Dispensary,Ministry of Health,TURKANA CENTRAL,0,N,N,Operational
12120,Kaare Dispensary,Eastern,Tharaka Nithi,Maara,Mwimbi,Dispensary,Ministry of Health,NITHI,0,N,N,Operational
14614,Kabianga Tea Research,Rift Valley,Kericho,Belgut,Belgut,Dispensary,Private Enterprise (Institution),BELGUT,0,N,N,Operational
14615,Kabichbich Health Centre,Rift Valley,West Pokot,Pokot South,Lelan,Health Centre,Ministry of Health,SIGOR,12,Y,Y,Operational
14616,Kabichbich Miss Dispensary,Rift Valley,West Pokot,Pokot South,Lelan,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,SIGOR,0,N,N,Not-Operational
14617,Kabiemit Dispensary (Keiyo),Rift Valley,Elgeyo Marakwet,Keiyo South,Chepkorio,Dispensary,Ministry of Health,KEIYO SOUTH,0,N,N,Operational
14618,Kabiemit Dispensary (Mosop),Rift Valley,Nandi,Nandi North,Kipkaren,Dispensary,Ministry of Health,MOSOP,,N,N,Operational
14619,Kabimoi Dispensary,Rift Valley,Baringo,Koibatek,Esageri,Dispensary,Ministry of Health,ELDAMA RAVINE,0,N,N,Operational
14620,Kabinga (CHBC) Dispensary,Rift Valley,Kericho,Belgut,Belgut,Dispensary,Private Enterprise (Institution),BELGUT,0,N,N,Operational
14630,Kabirirsang Dispensary,Rift Valley,Nandi,Nandi Central,Kilibwoni,Dispensary,Ministry of Health,ALDAI,0,Y,N,Operational
18065,Kabirirsang Youth Centre,Rift Valley,Nandi,Nandi Central,Kilibwoni,VCT Centre (Stand-Alone),Ministry of Health,EMGWEN,0,N,N,Operational
12995,Kabiro Medical Clinic,Nairobi,Nairobi,Dagoretti,Dagoretti,Health Centre,Non-Governmental Organizations,DAGORETI,5,Y,Y,Operational
10390,Kabiruini Health Clinic,Central,Nyeri,Mathira West,Mathira,Medical Clinic,Private Practice - Nurse / Midwife,MATHIRA,0,N,N,Operational
14621,Kabisaga Dispensary,Rift Valley,Nandi,Nandi North,Kabiyet,Dispensary,Ministry of Health,MOSOP,,N,N,Operational
14622,Kabitungu Dispensary,Rift Valley,Kericho,Bureti,Roret,Dispensary,Ministry of Health,BURET,0,N,N,Operational
17087,Kabiyet Dispensary,Rift Valley,Baringo,Koibatek,Eldama Ravine,Dispensary,Ministry of Health,ELDAMA RAVINE,0,N,N,Operational
14623,Kabiyet Health Centre,Rift Valley,Nandi,Nandi North,Kabiyet,Health Centre,Ministry of Health,MOSOP,15,N,N,Operational
14624,Kabobo Health Centre,Rift Valley,Uasin Gishu,Eldoret West,Soy,Health Centre,Ministry of Health,ELDORET NORTH,37,N,N,Operational
14625,Kaboeito Dispensary,Rift Valley,Kericho,Bureti,Roret,Dispensary,Ministry of Health,BURET,0,N,N,Operational
20007,Kabogor Dispensary,Rift Valley,Baringo,Mogotio,Emining,Dispensary,Ministry of Health,MOGOTIO,0,N/A,N/A,Not-Operational
17023,Kaboi Dispensary,Rift Valley,Nandi,Nandi South,Kaptumo,Dispensary,Ministry of Health,ALDAI,0,N,N,Operational
14626,Kabolecho Dispensary,Rift Valley,Narok,Trans Mara East,Emurua Dikirr,Dispensary,Ministry of Health,KILGORIS,0,N,N,Operational
13638,Kabondo Sub-District Hospital,Nyanza,Homa Bay,Rachuonyo South,Kabondo,Sub-District Hospital,Ministry of Health,KASIPUL/KABONDO,14,Y,Y,Operational
14627,Kaborok Dispensary,Rift Valley,Kericho,Belgut,Belgut,Dispensary,Ministry of Health,BELGUT,0,N,N,Operational
15910,Kaborom Dispensary,Western,Bungoma,Mt Elgon,Kaptama,Dispensary,Ministry of Health,MT. ELGON,0,N,N,Operational
14628,Kaboson Health Centre,Rift Valley,Bomet,Chepalungu,Sigor,Health Centre,Christian Health Association of Kenya,CHEPALUNGU,0,N,N,Operational
14629,Kaboswa Tea Dispensary,Rift Valley,Nandi,Nandi East,Nandi Hills,Dispensary,Company Medical Service,TINDERET,0,Y,Y,Operational
15909,Kaboywo Dispensary,Western,Bungoma,Mt Elgon,Kaptama,Dispensary,Ministry of Health,MT. ELGON,0,N,N,Operational
16283,Kadinda Health Centre,Nyanza,Kisumu,Nyando,Nyando,Health Centre,Non-Governmental Organizations,NYANDO,3,N,N,Operational
16702,Kadokong Dispensary,Rift Valley,West Pokot,West Pokot,Kapenguria,Dispensary,Ministry of Health,KAPENGURIA,,N,N,Pending Opening
17186,Kadokony Dispensary,Rift Valley,West Pokot,West Pokot,Kapenguria,Dispensary,Community Development Fund,KAPENGURIA,0,N,N,Operational
17848,Kadvan Medical Clinic,Western,Kakamega,Butere,Lunza,Medical Clinic,Private Practice - Nurse / Midwife,BUTERE,1,N,Y,Operational
11447,Kadzinuni Dispensary,Coast,Kilifi,Bahari,Kikambala,Dispensary,Ministry of Health,BAHARI,0,N,N,Operational
17381,Kaelo Dispensary,Eastern,Meru,Igembe North,Laare,Dispensary,Ministry of Health,NTONYIRI,0,N,N,Pending Opening
14637,Kaeris Dispensary,Rift Valley,Turkana,Turkana North,Kaaleng,Dispensary,Ministry of Health,TURKANA NORTH,,N,N,Operational
18244,Kaewa Dispensary,Eastern,Machakos,Masinga,Masinga,Dispensary,Ministry of Health,MASINGA,0,N,N,Operational
11448,Kafuduni Dispensary,Coast,Kwale,Kinango,Kasemeni,Dispensary,Ministry of Health,KINANGO,0,N,N,Operational
10394,Kagaa Dispensary,Central,Kiambu,Lari,Lari,Dispensary,Ministry of Health,LARI,6,Y,Y,Operational
14638,Kagai (PCEA) Dispensary,Rift Valley,Nakuru,Subukia,Dundori,Dispensary,Christian Health Association of Kenya,SUBUKIA,0,N,N,Operational
12124,Kageni Med Clinic,Eastern,Tharaka Nithi,Tharaka North,Mukothima,Medical Clinic,Private Practice - Nurse / Midwife,THARAKA,0,N,N,Operational
13642,Kageno Dispensary,Nyanza,Homa Bay,Mbita,Mbita,Dispensary,Community,MBITA,0,N,N,Operational
13643,Kager Dispensary,Nyanza,Homa Bay,Homa Bay,Rangwe,Dispensary,Non-Governmental Organizations,RANGWE,0,N,N,Operational
10396,Kagere Dispensary,Central,Nyeri,Nyeri South,Othaya,Dispensary,Ministry of Health,OTHAYA,0,N,N,Operational
10397,Kagicha Dispensary,Central,Nyeri,Nyeri South,Othaya,Dispensary,Ministry of Health,OTHAYA,0,N,N,Operational
10398,Kagio Catholic Dispensary (Mary Immucate Catholic,Central,Kirinyaga,Kirinyaga West,Ndia East,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,NDIA,0,N,N,Operational
10399,Kagio Nursing Home (Kagio),Central,Kirinyaga,Kirinyaga West,Ndia,Nursing Home,Private Practice - General Practitioner,NDIA,24,Y,Y,Operational
19937,Kagio Nursing Home (Kerugoya),Central,Kirinyaga,Kirinyaga Central,,Medical Clinic,Private Practice - Nurse / Midwife,KERUGOYA/KUTUS,0,N,N,Operational
18227,Kagioini Catholic Dispensary,Central,Nyeri,Nyeri South,,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,TETU,0,N,N,Operational
12125,Kagoji Dispensary,Eastern,Meru,Meru Central,Abothuguchi West,Dispensary,Ministry of Health,CENTRAL IMENTI,0,N,Y,Operational
10400,Kagonye Dispensary,Central,Nyeri,Nyeri South,Othaya,Dispensary,Ministry of Health,OTHAYA,0,N,N,Operational
11449,Kag-Sombo Medical Clinic,Coast,Tana River,Bura,Madogo,Medical Clinic,Other Faith Based,BURA,0,N,N,Operational
19778,Kagumo Boys High School Clinic,Central,Nyeri,Nyeri Central,,Dispensary,Academic (if registered),NYERI TOWN,0,N,N,Operational
10401,Kagumo College Dispensary,Central,Nyeri,Tetu,Tetu,Dispensary,Academic (if registered),TETU,0,N,N,Operational
10402,Kagumo Dispensary,Central,Kirinyaga,Kirinyaga Central,Central,Health Centre,Ministry of Health,KERUGOYA/KUTUS,0,Y,Y,Operational
10403,Kagumo Live Giving Dispensary/Laboratory,Central,Kirinyaga,Kirinyaga Central,Ndia,Dispensary,Christian Health Association of Kenya,NDIA,0,N,N,Operational
10423,Kahuho I (AIC) Dispensary,Central,Nyandarua,Nyandarua Central,Olkalou,Dispensary,Christian Health Association of Kenya,OL KALOU,0,N,N,Operational
10424,Kahuho Private Dispensary,Central,Kiambu,Kikuyu,Kikuyu,Dispensary,Private Enterprise (Institution),KABETE,0,N,Y,Operational
10425,Kahuro Medical Clinic,Central,Murang'a,Kahuro,Kahuro,Medical Clinic,Private Enterprise (Institution),KIHARU,0,N,N,Operational
10426,Kahuru Dispensary (Nyandarua South),Central,Nyandarua,Nyandarua South,North Kinangop,Dispensary,Other Public Institution,KINANGOP,0,N,N,Operational
10427,Kahuru Dispensary (Nyeri North),Central,Nyeri,Mathira East,Mathira,Dispensary,Ministry of Health,MATHIRA,0,N,N,Operational
10428,Kahuti Medical Clinic,Central,Murang'a,Kahuro,Kahuro,Medical Clinic,Private Practice - Unspecified,KIHARU,0,N,N,Operational
16961,Kaia Dispensary,Eastern,Makueni,Kilungu,Kilungu,Dispensary,Ministry of Health,KAITI,0,N,N/A,Operational
12127,Kaiani (ABC) Dispensary,Eastern,Machakos,Kathiani,Kathiani,Dispensary,Christian Health Association of Kenya,KATHIANI,0,N,N,Operational
17049,Kaiani Dispensary,Eastern,Machakos,Mwala,Yathui,Dispensary,Ministry of Health,MWALA,1,N/A,N/A,Operational
14639,Kaibei Dispensary,Rift Valley,Trans Nzoia,Kwanza,Endebess,Dispensary,Ministry of Health,KWANZA,0,N,N,Operational
14640,Kaiboi Mission Health Centre,Rift Valley,Nandi,Nandi North,Kabiyet,Health Centre,Other Faith Based,MOSOP,30,N,N,Operational
14641,Kaibos Dipensary,Rift Valley,West Pokot,West Pokot,Kapenguria,Dispensary,Ministry of Health,KAPENGURIA,0,N,N,Operational
14642,Kaigat (SDA) Health Centre,Rift Valley,Nandi,Nandi North,Kipkaren,Health Centre,Christian Health Association of Kenya,MOSOP,8,N,N,Operational
14643,Kaikor Health Centre,Rift Valley,Turkana,Turkana North,Kaaleng,Health Centre,Ministry of Health,TURKANA NORTH,0,Y,Y,Operational
16930,Kaikungu Dispensary,Eastern,Kitui,Mwingi West,Migwani,Dispensary,Ministry of Health,MWINGI SOUTH,0,N/A,N/A,Pending Opening
10429,Kaimbaga Dispensary,Central,Nyandarua,Nyandarua Central,Olkalau,Dispensary,Ministry of Health,OL KALOU,0,N,N,Operational
15913,Kaimosi Mission Hospital,Western,Vihiga,Hamisi,Shaviringa,Other Hospital,Other Faith Based,HAMISI,50,Y,Y,Operational
14644,Kaimosi Tea Dispensary,Rift Valley,Nandi,Nandi Central,Kapsabet,Dispensary,Company Medical Service,ALDAI,6,N,N,Operational
14645,Kainuk Health Centre,Rift Valley,Turkana,Turkana South,Kainuk,Health Centre,Ministry of Health,TURKANA SOUTH,6,N,N,Operational
10430,Kairi Medical Clinic,Central,Kiambu,Gatundu North,Kamwangi,Medical Clinic,Private Practice - Nurse / Midwife,GATUNDU NORTH,0,N,Y,Operational
10431,Kairini Dispensary,Central,Kirinyaga,Kirinyaga West,Ndia West,Dispensary,Ministry of Health,NDIA,0,N,N,Operational
10432,Kairo Dispensary,Central,Murang'a,Mathioya,Mathioya,Dispensary,Ministry of Health,MATHIOYA,0,N,N,Operational
10433,Kairo Medical Clinic,Central,Murang'a,Mathioya,Mathioya,Medical Clinic,Private Enterprise (Institution),MATHIOYA,0,N,N,Operational
